Date,State/UnionTerritory,Cured,Deaths,Confirmed
1/30/2020,Kerala,0,0,1
1/31/2020,Kerala,0,0,1
2/1/2020,Kerala,0,0,2
2/2/2020,Kerala,0,0,3
2/3/2020,Kerala,0,0,3
2/4/2020,Kerala,0,0,3
2/5/2020,Kerala,0,0,3
2/6/2020,Kerala,0,0,3
2/7/2020,Kerala,0,0,3
2/8/2020,Kerala,0,0,3
2/9/2020,Kerala,0,0,3
2/10/2020,Kerala,0,0,3
2/11/2020,Kerala,0,0,3
2/12/2020,Kerala,0,0,3
2/13/2020,Kerala,0,0,3
2/14/2020,Kerala,0,0,3
2/15/2020,Kerala,0,0,3
2/16/2020,Kerala,0,0,3
2/17/2020,Kerala,0,0,3
2/18/2020,Kerala,0,0,3
2/19/2020,Kerala,0,0,3
2/20/2020,Kerala,0,0,3
2/21/2020,Kerala,0,0,3
2/22/2020,Kerala,0,0,3
2/23/2020,Kerala,0,0,3
2/24/2020,Kerala,0,0,3
2/25/2020,Kerala,0,0,3
2/26/2020,Kerala,0,0,3
2/27/2020,Kerala,0,0,3
2/28/2020,Kerala,0,0,3
2/29/2020,Kerala,0,0,3
3/1/2020,Kerala,0,0,3
3/2/2020,Telengana,0,0,1
3/2/2020,Kerala,0,0,3
3/2/2020,Delhi,0,0,1
3/3/2020,Telengana,0,0,1
3/3/2020,Rajasthan,0,0,1
3/3/2020,Kerala,3,0,3
3/3/2020,Delhi,0,0,1
3/4/2020,Uttar Pradesh,0,0,6
3/4/2020,Kerala,3,0,3
3/4/2020,Haryana,0,0,2
3/4/2020,Delhi,0,0,1
3/4/2020,Telengana,0,0,1
3/4/2020,Rajasthan,0,0,15
3/5/2020,Delhi,0,0,2
3/5/2020,Haryana,0,0,2
3/5/2020,Kerala,3,0,3
3/5/2020,Rajasthan,0,0,15
3/5/2020,Telengana,0,0,1
3/5/2020,Uttar Pradesh,0,0,7
3/6/2020,Delhi,0,0,3
3/6/2020,Haryana,0,0,2
3/6/2020,Kerala,3,0,3
3/6/2020,Rajasthan,0,0,15
3/6/2020,Uttar Pradesh,0,0,7
3/6/2020,Telengana,0,0,1
3/7/2020,Kerala,3,0,3
3/7/2020,Uttar Pradesh,0,0,7
3/7/2020,Ladakh,0,0,2
3/7/2020,Telengana,0,0,1
3/7/2020,Tamil Nadu,0,0,1
3/7/2020,Delhi,0,0,3
3/7/2020,Haryana,0,0,2
3/7/2020,Rajasthan,0,0,15
3/8/2020,Ladakh,0,0,2
3/8/2020,Telengana,0,0,1
3/8/2020,Tamil Nadu,0,0,1
3/8/2020,Rajasthan,0,0,15
3/8/2020,Kerala,3,0,8
3/8/2020,Haryana,0,0,2
3/8/2020,Delhi,0,0,3
3/8/2020,Uttar Pradesh,0,0,7
3/9/2020,Ladakh,0,0,2
3/9/2020,Karnataka,0,0,1
3/9/2020,Kerala,3,0,9
3/9/2020,Maharashtra,0,0,2
3/9/2020,Punjab,0,0,1
3/9/2020,Rajasthan,0,0,15
3/9/2020,Tamil Nadu,0,0,1
3/9/2020,Telengana,0,0,1
3/9/2020,Jammu and Kashmir,0,0,1
3/9/2020,Uttar Pradesh,0,0,7
3/9/2020,Haryana,0,0,2
3/9/2020,Delhi,0,0,4
3/10/2020,Uttar Pradesh,0,0,7
3/10/2020,Ladakh,0,0,2
3/10/2020,Delhi,0,0,4
3/10/2020,Haryana,0,0,2
3/10/2020,Karnataka,0,0,4
3/10/2020,Kerala,3,0,15
3/10/2020,Maharashtra,0,0,5
3/10/2020,Punjab,0,0,1
3/10/2020,Rajasthan,0,0,15
3/10/2020,Tamil Nadu,0,0,1
3/10/2020,Telengana,0,0,1
3/10/2020,Jammu and Kashmir,0,0,1
3/11/2020,Maharashtra,0,0,2
3/11/2020,Delhi,0,0,5
3/11/2020,Haryana,0,0,14
3/11/2020,Kerala,3,0,17
3/11/2020,Rajasthan,0,0,3
3/11/2020,Telengana,0,0,1
3/11/2020,Uttar Pradesh,0,0,9
3/11/2020,Ladakh,0,0,2
3/11/2020,Tamil Nadu,0,0,1
3/11/2020,Jammu and Kashmir,0,0,1
3/11/2020,Punjab,0,0,1
3/11/2020,Karnataka,0,0,4
3/12/2020,Delhi,0,0,6
3/12/2020,Haryana,0,0,14
3/12/2020,Kerala,3,0,17
3/12/2020,Rajasthan,0,0,3
3/12/2020,Telengana,0,0,1
3/12/2020,Uttar Pradesh,0,0,11
3/12/2020,Ladakh,0,0,3
3/12/2020,Tamil Nadu,0,0,1
3/12/2020,Jammu and Kashmir,0,0,1
3/12/2020,Punjab,0,0,1
3/12/2020,Karnataka,0,0,4
3/12/2020,Maharashtra,0,0,11
3/12/2020,Andhra Pradesh,0,0,1
3/13/2020,Delhi,0,0,6
3/13/2020,Haryana,0,0,14
3/13/2020,Kerala,3,0,19
3/13/2020,Rajasthan,0,0,3
3/13/2020,Telengana,0,0,1
3/13/2020,Uttar Pradesh,0,0,11
3/13/2020,Ladakh,0,0,3
3/13/2020,Tamil Nadu,0,0,1
3/13/2020,Jammu and Kashmir,0,0,1
3/13/2020,Punjab,0,0,1
3/13/2020,Karnataka,0,1,6
3/13/2020,Maharashtra,0,0,14
3/13/2020,Andhra Pradesh,0,0,1
3/14/2020,Delhi,1,1,7
3/14/2020,Haryana,0,0,14
3/14/2020,Kerala,3,0,19
3/14/2020,Rajasthan,1,0,3
3/14/2020,Telengana,0,0,1
3/14/2020,Uttar Pradesh,5,0,12
3/14/2020,Ladakh,0,0,3
3/14/2020,Tamil Nadu,0,0,1
3/14/2020,Jammu and Kashmir,0,0,2
3/14/2020,Punjab,0,0,1
3/14/2020,Karnataka,0,1,6
3/14/2020,Maharashtra,0,0,14
3/14/2020,Andhra Pradesh,0,0,1
3/15/2020,Andhra Pradesh,0,0,1
3/15/2020,Delhi,2,1,7
3/15/2020,Haryana,0,0,14
3/15/2020,Karnataka,0,1,6
3/15/2020,Kerala,3,0,22
3/15/2020,Maharashtra,0,0,32
3/15/2020,Punjab,0,0,1
3/15/2020,Rajasthan,3,0,4
3/15/2020,Tamil Nadu,0,0,1
3/15/2020,Telengana,1,0,3
3/15/2020,Jammu and Kashmir,0,0,2
3/15/2020,Ladakh,0,0,3
3/15/2020,Uttar Pradesh,4,0,13
3/15/2020,Uttarakhand,0,0,1
3/16/2020,Andhra Pradesh,0,0,1
3/16/2020,Delhi,2,1,7
3/16/2020,Haryana,0,0,14
3/16/2020,Karnataka,0,1,6
3/16/2020,Kerala,3,0,23
3/16/2020,Maharashtra,0,0,32
3/16/2020,Odisha,0,0,1
3/16/2020,Punjab,0,0,1
3/16/2020,Rajasthan,3,0,4
3/16/2020,Tamil Nadu,0,0,1
3/16/2020,Telengana,1,0,3
3/16/2020,Jammu and Kashmir,0,0,3
3/16/2020,Ladakh,0,0,4
3/16/2020,Uttar Pradesh,4,0,13
3/16/2020,Uttarakhand,0,0,1
3/17/2020,Andhra Pradesh,0,0,1
3/17/2020,Delhi,2,1,8
3/17/2020,Haryana,0,0,15
3/17/2020,Karnataka,0,1,11
3/17/2020,Kerala,3,0,26
3/17/2020,Maharashtra,0,1,39
3/17/2020,Odisha,0,0,1
3/17/2020,Punjab,0,0,1
3/17/2020,Rajasthan,3,0,4
3/17/2020,Tamil Nadu,0,0,1
3/17/2020,Telengana,1,0,5
3/17/2020,Jammu and Kashmir,0,0,3
3/17/2020,Ladakh,0,0,6
3/17/2020,Uttar Pradesh,5,0,15
3/17/2020,Uttarakhand,0,0,1
3/18/2020,Andhra Pradesh,0,0,1
3/18/2020,Delhi,2,1,10
3/18/2020,Haryana,0,0,17
3/18/2020,Karnataka,0,1,11
3/18/2020,Kerala,3,0,27
3/18/2020,Maharashtra,0,1,42
3/18/2020,Odisha,0,0,1
3/18/2020,Puducherry,0,0,1
3/18/2020,Punjab,0,0,1
3/18/2020,Rajasthan,3,0,4
3/18/2020,Tamil Nadu,0,0,1
3/18/2020,Telengana,1,0,6
3/18/2020,Jammu and Kashmir,0,0,3
3/18/2020,Ladakh,0,0,8
3/18/2020,Uttar Pradesh,5,0,16
3/18/2020,Uttarakhand,0,0,1
3/18/2020,West Bengal,0,0,1
3/19/2020,Andhra Pradesh,0,0,2
3/19/2020,Chhattisgarh,0,0,1
3/19/2020,Delhi,3,1,12
3/19/2020,Haryana,0,0,17
3/19/2020,Karnataka,0,1,14
3/19/2020,Kerala,3,0,27
3/19/2020,Maharashtra,0,1,47
3/19/2020,Odisha,0,0,1
3/19/2020,Puducherry,0,0,1
3/19/2020,Punjab,0,1,2
3/19/2020,Rajasthan,3,0,7
3/19/2020,Tamil Nadu,1,0,2
3/19/2020,Telengana,1,0,6
3/19/2020,Chandigarh,0,0,1
3/19/2020,Jammu and Kashmir,0,0,4
3/19/2020,Ladakh,0,0,8
3/19/2020,Uttar Pradesh,9,0,19
3/19/2020,Uttarakhand,0,0,1
3/19/2020,West Bengal,0,0,1
3/20/2020,Andhra Pradesh,0,0,3
3/20/2020,Chhattisgarh,0,0,1
3/20/2020,Delhi,5,1,17
3/20/2020,Gujarat,0,0,5
3/20/2020,Haryana,0,0,17
3/20/2020,Karnataka,1,1,15
3/20/2020,Kerala,3,0,28
3/20/2020,Maharashtra,0,1,52
3/20/2020,Odisha,0,0,2
3/20/2020,Puducherry,0,0,1
3/20/2020,Punjab,0,1,2
3/20/2020,Rajasthan,3,0,17
3/20/2020,Tamil Nadu,1,0,3
3/20/2020,Telengana,1,0,17
3/20/2020,Chandigarh,0,0,1
3/20/2020,Jammu and Kashmir,0,0,4
3/20/2020,Ladakh,0,0,10
3/20/2020,Uttar Pradesh,9,0,23
3/20/2020,Uttarakhand,0,0,3
3/20/2020,West Bengal,0,0,2
3/21/2020,Andhra Pradesh,0,0,3
3/21/2020,Chhattisgarh,0,0,1
3/21/2020,Delhi,5,1,26
3/21/2020,Gujarat,0,0,7
3/21/2020,Haryana,0,0,17
3/21/2020,Himachal Pradesh,0,0,2
3/21/2020,Karnataka,1,1,15
3/21/2020,Kerala,3,0,40
3/21/2020,Madhya Pradesh,0,0,4
3/21/2020,Maharashtra,0,1,63
3/21/2020,Odisha,0,0,2
3/21/2020,Puducherry,0,0,1
3/21/2020,Punjab,0,1,13
3/21/2020,Rajasthan,3,0,17
3/21/2020,Tamil Nadu,1,0,3
3/21/2020,Telengana,1,0,21
3/21/2020,Chandigarh,0,0,1
3/21/2020,Jammu and Kashmir,0,0,4
3/21/2020,Ladakh,0,0,13
3/21/2020,Uttar Pradesh,9,0,24
3/21/2020,Uttarakhand,0,0,3
3/21/2020,West Bengal,0,0,3
3/22/2020,Andhra Pradesh,0,0,5
3/22/2020,Bihar,0,1,2
3/22/2020,Chhattisgarh,0,0,1
3/22/2020,Delhi,5,1,29
3/22/2020,Gujarat,0,1,18
3/22/2020,Haryana,0,0,21
3/22/2020,Himachal Pradesh,0,0,2
3/22/2020,Karnataka,2,1,26
3/22/2020,Kerala,3,0,52
3/22/2020,Madhya Pradesh,0,0,4
3/22/2020,Maharashtra,0,2,67
3/22/2020,Odisha,0,0,2
3/22/2020,Puducherry,0,0,1
3/22/2020,Punjab,0,1,21
3/22/2020,Rajasthan,3,0,24
3/22/2020,Tamil Nadu,1,0,7
3/22/2020,Telengana,1,0,22
3/22/2020,Chandigarh,0,0,5
3/22/2020,Jammu and Kashmir,0,0,4
3/22/2020,Ladakh,0,0,13
3/22/2020,Uttar Pradesh,9,0,27
3/22/2020,Uttarakhand,0,0,3
3/22/2020,West Bengal,0,0,4
3/23/2020,Andhra Pradesh,0,0,7
3/23/2020,Bihar,0,1,2
3/23/2020,Chhattisgarh,0,0,1
3/23/2020,Delhi,5,1,29
3/23/2020,Gujarat,0,1,29
3/23/2020,Haryana,0,0,26
3/23/2020,Himachal Pradesh,0,0,2
3/23/2020,Karnataka,2,1,33
3/23/2020,Kerala,3,0,67
3/23/2020,Madhya Pradesh,0,0,6
3/23/2020,Maharashtra,0,2,74
3/23/2020,Odisha,0,0,2
3/23/2020,Puducherry,0,0,1
3/23/2020,Punjab,0,1,21
3/23/2020,Rajasthan,3,0,28
3/23/2020,Tamil Nadu,1,0,9
3/23/2020,Telengana,1,0,32
3/23/2020,Chandigarh,0,0,6
3/23/2020,Jammu and Kashmir,0,0,4
3/23/2020,Ladakh,0,0,13
3/23/2020,Uttar Pradesh,9,0,31
3/23/2020,Uttarakhand,0,0,3
3/23/2020,West Bengal,0,0,7
3/24/2020,Andhra Pradesh,0,0,8
3/24/2020,Bihar,0,1,3
3/24/2020,Chhattisgarh,0,0,1
3/24/2020,Delhi,6,1,30
3/24/2020,Gujarat,0,1,33
3/24/2020,Haryana,11,0,28
3/24/2020,Himachal Pradesh,0,1,3
3/24/2020,Karnataka,3,1,37
3/24/2020,Kerala,4,0,95
3/24/2020,Madhya Pradesh,0,0,7
3/24/2020,Maharashtra,0,2,89
3/24/2020,Manipur,0,0,1
3/24/2020,Odisha,0,0,2
3/24/2020,Puducherry,0,0,1
3/24/2020,Punjab,0,1,29
3/24/2020,Rajasthan,3,0,32
3/24/2020,Tamil Nadu,1,0,15
3/24/2020,Telengana,1,0,35
3/24/2020,Chandigarh,0,0,7
3/24/2020,Jammu and Kashmir,0,0,4
3/24/2020,Ladakh,0,0,13
3/24/2020,Uttar Pradesh,11,0,33
3/24/2020,Uttarakhand,0,0,4
3/24/2020,West Bengal,0,1,9
3/25/2020,Andhra Pradesh,1,0,9
3/25/2020,Bihar,0,1,4
3/25/2020,Chhattisgarh,0,0,1
3/25/2020,Delhi,6,1,31
3/25/2020,Gujarat,0,1,38
3/25/2020,Haryana,11,0,28
3/25/2020,Himachal Pradesh,0,1,3
3/25/2020,Karnataka,3,1,41
3/25/2020,Kerala,4,0,109
3/25/2020,Madhya Pradesh,0,0,14
3/25/2020,Maharashtra,1,3,128
3/25/2020,Manipur,0,0,1
3/25/2020,Mizoram,0,0,1
3/25/2020,Odisha,0,0,2
3/25/2020,Puducherry,0,0,1
3/25/2020,Punjab,0,1,29
3/25/2020,Rajasthan,3,0,36
3/25/2020,Tamil Nadu,1,0,18
3/25/2020,Telengana,1,0,35
3/25/2020,Chandigarh,0,0,7
3/25/2020,Jammu and Kashmir,1,0,7
3/25/2020,Ladakh,0,0,13
3/25/2020,Uttar Pradesh,11,0,37
3/25/2020,Uttarakhand,0,0,4
3/25/2020,West Bengal,0,1,9
3/26/2020,Andaman and Nicobar Islands,0,0,1
3/26/2020,Andhra Pradesh,1,0,11
3/26/2020,Bihar,0,1,6
3/26/2020,Chandigarh,0,0,7
3/26/2020,Chhattisgarh,0,0,6
3/26/2020,Delhi,6,1,36
3/26/2020,Goa,0,0,3
3/26/2020,Gujarat,0,3,43
3/26/2020,Haryana,11,0,30
3/26/2020,Himachal Pradesh,0,1,3
3/26/2020,Jammu and Kashmir,1,0,13
3/26/2020,Karnataka,3,2,55
3/26/2020,Kerala,6,0,118
3/26/2020,Ladakh,0,0,13
3/26/2020,Madhya Pradesh,0,1,20
3/26/2020,Maharashtra,1,3,124
3/26/2020,Manipur,0,0,1
3/26/2020,Mizoram,0,0,1
3/26/2020,Odisha,0,0,2
3/26/2020,Puducherry,0,0,1
3/26/2020,Punjab,0,1,33
3/26/2020,Rajasthan,3,0,41
3/26/2020,Tamil Nadu,1,1,26
3/26/2020,Telengana,1,0,44
3/26/2020,Uttarakhand,0,0,5
3/26/2020,Uttar Pradesh,11,0,41
3/26/2020,West Bengal,0,1,10
3/27/2020,Andaman and Nicobar Islands,0,0,1
3/27/2020,Andhra Pradesh,1,0,12
3/27/2020,Bihar,0,1,6
3/27/2020,Chandigarh,0,0,7
3/27/2020,Chhattisgarh,0,0,6
3/27/2020,Delhi,6,1,36
3/27/2020,Goa,0,0,3
3/27/2020,Gujarat,0,3,43
3/27/2020,Haryana,11,0,30
3/27/2020,Himachal Pradesh,0,1,3
3/27/2020,Jammu and Kashmir,1,1,13
3/27/2020,Karnataka,3,2,55
3/27/2020,Kerala,11,0,137
3/27/2020,Ladakh,3,0,13
3/27/2020,Madhya Pradesh,0,1,20
3/27/2020,Maharashtra,15,4,130
3/27/2020,Manipur,0,0,1
3/27/2020,Mizoram,0,0,1
3/27/2020,Odisha,0,0,2
3/27/2020,Puducherry,0,0,1
3/27/2020,Punjab,0,1,33
3/27/2020,Rajasthan,3,0,41
3/27/2020,Tamil Nadu,1,1,29
3/27/2020,Telengana,1,0,45
3/27/2020,Uttarakhand,0,0,5
3/27/2020,Uttar Pradesh,11,0,41
3/27/2020,West Bengal,0,1,10
3/28/2020,Andhra Pradesh,1,0,14
3/28/2020,Andaman and Nicobar Islands,0,0,6
3/28/2020,Bihar,0,1,9
3/28/2020,Chandigarh,0,0,8
3/28/2020,Chhattisgarh,0,0,6
3/28/2020,Delhi,6,1,39
3/28/2020,Goa,0,0,3
3/28/2020,Gujarat,0,3,45
3/28/2020,Haryana,12,0,33
3/28/2020,Himachal Pradesh,0,1,3
3/28/2020,Jammu and Kashmir,1,1,20
3/28/2020,Karnataka,3,2,55
3/28/2020,Kerala,11,0,176
3/28/2020,Ladakh,3,0,13
3/28/2020,Madhya Pradesh,0,2,30
3/28/2020,Maharashtra,25,5,180
3/28/2020,Manipur,0,0,1
3/28/2020,Mizoram,0,0,1
3/28/2020,Odisha,0,0,3
3/28/2020,Puducherry,0,0,1
3/28/2020,Punjab,1,1,38
3/28/2020,Rajasthan,3,0,54
3/28/2020,Tamil Nadu,2,1,40
3/28/2020,Telengana,1,0,56
3/28/2020,Uttarakhand,0,0,5
3/28/2020,Uttar Pradesh,11,0,55
3/28/2020,West Bengal,0,1,15
3/29/2020,Andhra Pradesh,1,0,19
3/29/2020,Andaman and Nicobar Islands,0,0,9
3/29/2020,Bihar,0,1,11
3/29/2020,Chandigarh,0,0,8
3/29/2020,Chhattisgarh,0,0,7
3/29/2020,Delhi,6,2,49
3/29/2020,Goa,0,0,5
3/29/2020,Gujarat,1,5,58
3/29/2020,Haryana,17,0,33
3/29/2020,Himachal Pradesh,0,1,3
3/29/2020,Jammu and Kashmir,1,2,31
3/29/2020,Karnataka,5,3,76
3/29/2020,Kerala,15,1,182
3/29/2020,Ladakh,3,0,13
3/29/2020,Madhya Pradesh,0,2,30
3/29/2020,Maharashtra,25,6,186
3/29/2020,Manipur,0,0,1
3/29/2020,Mizoram,0,0,1
3/29/2020,Odisha,0,0,3
3/29/2020,Puducherry,0,0,1
3/29/2020,Punjab,1,1,38
3/29/2020,Rajasthan,3,0,55
3/29/2020,Tamil Nadu,4,1,49
3/29/2020,Telengana,1,1,66
3/29/2020,Uttarakhand,2,0,7
3/29/2020,Uttar Pradesh,11,0,65
3/29/2020,West Bengal,0,1,18
3/30/2020,Andhra Pradesh,1,0,23
3/30/2020,Andaman and Nicobar Islands,0,0,9
3/30/2020,Bihar,0,1,15
3/30/2020,Chandigarh,0,0,8
3/30/2020,Chhattisgarh,0,0,7
3/30/2020,Delhi,6,2,87
3/30/2020,Goa,0,0,5
3/30/2020,Gujarat,1,6,69
3/30/2020,Haryana,18,0,36
3/30/2020,Himachal Pradesh,0,1,3
3/30/2020,Jammu and Kashmir,2,2,48
3/30/2020,Karnataka,5,3,83
3/30/2020,Kerala,19,1,202
3/30/2020,Ladakh,3,0,13
3/30/2020,Madhya Pradesh,0,3,47
3/30/2020,Maharashtra,25,8,198
3/30/2020,Manipur,0,0,1
3/30/2020,Mizoram,0,0,1
3/30/2020,Odisha,0,0,3
3/30/2020,Puducherry,0,0,1
3/30/2020,Punjab,1,1,38
3/30/2020,Rajasthan,3,0,59
3/30/2020,Tamil Nadu,4,1,67
3/30/2020,Telengana,1,1,71
3/30/2020,Uttarakhand,2,0,7
3/30/2020,Uttar Pradesh,11,0,82
3/30/2020,West Bengal,0,1,22
3/30/2020,Unassigned,0,0,46
3/31/2020,Andhra Pradesh,1,0,40
3/31/2020,Andaman and Nicobar Islands,0,0,10
3/31/2020,Bihar,0,1,15
3/31/2020,Chandigarh,0,0,13
3/31/2020,Chhattisgarh,0,0,8
3/31/2020,Delhi,6,2,97
3/31/2020,Goa,0,0,5
3/31/2020,Gujarat,3,6,73
3/31/2020,Haryana,21,0,40
3/31/2020,Himachal Pradesh,0,1,3
3/31/2020,Jammu and Kashmir,2,2,54
3/31/2020,Karnataka,5,3,83
3/31/2020,Kerala,19,1,234
3/31/2020,Ladakh,3,0,13
3/31/2020,Madhya Pradesh,0,3,47
3/31/2020,Maharashtra,39,9,216
3/31/2020,Manipur,0,0,1
3/31/2020,Mizoram,0,0,1
3/31/2020,Odisha,0,0,3
3/31/2020,Puducherry,0,0,1
3/31/2020,Punjab,1,3,41
3/31/2020,Rajasthan,3,0,74
3/31/2020,Tamil Nadu,4,1,74
3/31/2020,Telengana,1,1,79
3/31/2020,Uttarakhand,2,0,7
3/31/2020,Uttar Pradesh,14,0,101
3/31/2020,West Bengal,0,2,26
3/31/2020,Unassigned,0,0,38
4/1/2020,Andhra Pradesh,1,0,83
4/1/2020,Andaman and Nicobar Islands,0,0,10
4/1/2020,Assam,0,0,1
4/1/2020,Bihar,0,1,23
4/1/2020,Chandigarh,0,0,16
4/1/2020,Chhattisgarh,2,0,9
4/1/2020,Delhi,6,2,152
4/1/2020,Goa,0,0,5
4/1/2020,Gujarat,5,6,82
4/1/2020,Haryana,21,0,43
4/1/2020,Himachal Pradesh,0,1,3
4/1/2020,Jammu and Kashmir,2,2,62
4/1/2020,Jharkhand,0,0,1
4/1/2020,Karnataka,8,3,101
4/1/2020,Kerala,23,2,241
4/1/2020,Ladakh,3,0,13
4/1/2020,Madhya Pradesh,0,3,66
4/1/2020,Maharashtra,39,9,302
4/1/2020,Manipur,0,0,1
4/1/2020,Mizoram,0,0,1
4/1/2020,Odisha,0,0,4
4/1/2020,Puducherry,1,0,3
4/1/2020,Punjab,1,3,42
4/1/2020,Rajasthan,3,0,93
4/1/2020,Tamil Nadu,6,1,234
4/1/2020,Telengana,1,3,96
4/1/2020,Uttarakhand,2,0,7
4/1/2020,Uttar Pradesh,14,2,103
4/1/2020,West Bengal,6,3,37
4/2/2020,Andhra Pradesh,1,1,86
4/2/2020,Andaman and Nicobar Islands,0,0,10
4/2/2020,Assam,0,0,5
4/2/2020,Bihar,0,1,24
4/2/2020,Chandigarh,0,0,16
4/2/2020,Chhattisgarh,2,0,9
4/2/2020,Delhi,8,4,219
4/2/2020,Goa,0,0,5
4/2/2020,Gujarat,8,7,87
4/2/2020,Haryana,21,0,43
4/2/2020,Himachal Pradesh,1,1,3
4/2/2020,Jammu and Kashmir,2,2,62
4/2/2020,Jharkhand,0,0,1
4/2/2020,Karnataka,9,3,110
4/2/2020,Kerala,25,2,265
4/2/2020,Ladakh,3,0,13
4/2/2020,Madhya Pradesh,0,6,99
4/2/2020,Maharashtra,42,13,335
4/2/2020,Manipur,0,0,1
4/2/2020,Mizoram,0,0,1
4/2/2020,Odisha,0,0,4
4/2/2020,Puducherry,1,0,3
4/2/2020,Punjab,1,4,46
4/2/2020,Rajasthan,3,0,108
4/2/2020,Tamil Nadu,6,1,234
4/2/2020,Telengana,1,3,107
4/2/2020,Uttarakhand,2,0,7
4/2/2020,Uttar Pradesh,14,2,113
4/2/2020,West Bengal,6,3,53
4/3/2020,Andhra Pradesh,1,1,132
4/3/2020,Andaman and Nicobar Islands,0,0,10
4/3/2020,Arunachal Pradesh,0,0,1
4/3/2020,Assam,0,0,16
4/3/2020,Bihar,0,1,29
4/3/2020,Chandigarh,0,0,18
4/3/2020,Chhattisgarh,3,0,9
4/3/2020,Delhi,8,4,219
4/3/2020,Goa,0,0,6
4/3/2020,Gujarat,10,8,95
4/3/2020,Haryana,24,0,49
4/3/2020,Himachal Pradesh,1,1,6
4/3/2020,Jammu and Kashmir,3,2,75
4/3/2020,Jharkhand,0,0,2
4/3/2020,Karnataka,10,3,124
4/3/2020,Kerala,27,2,286
4/3/2020,Ladakh,3,0,14
4/3/2020,Madhya Pradesh,0,6,104
4/3/2020,Maharashtra,42,16,335
4/3/2020,Manipur,0,0,2
4/3/2020,Mizoram,0,0,1
4/3/2020,Odisha,0,0,5
4/3/2020,Puducherry,1,0,5
4/3/2020,Punjab,1,5,48
4/3/2020,Rajasthan,3,0,167
4/3/2020,Tamil Nadu,6,1,309
4/3/2020,Telengana,1,7,158
4/3/2020,Uttarakhand,2,0,10
4/3/2020,Uttar Pradesh,14,2,172
4/3/2020,West Bengal,3,3,63
4/3/2020,Unassigned,0,0,77
4/4/2020,Andhra Pradesh,1,1,161
4/4/2020,Andaman and Nicobar Islands,0,0,10
4/4/2020,Arunachal Pradesh,0,0,1
4/4/2020,Assam,0,0,24
4/4/2020,Bihar,0,1,30
4/4/2020,Chandigarh,0,0,18
4/4/2020,Chhattisgarh,3,0,9
4/4/2020,Delhi,15,6,445
4/4/2020,Goa,0,0,7
4/4/2020,Gujarat,14,10,105
4/4/2020,Haryana,24,0,49
4/4/2020,Himachal Pradesh,1,1,6
4/4/2020,Jammu and Kashmir,3,2,75
4/4/2020,Jharkhand,0,0,2
4/4/2020,Karnataka,12,3,128
4/4/2020,Kerala,41,2,295
4/4/2020,Ladakh,3,0,14
4/4/2020,Madhya Pradesh,0,6,104
4/4/2020,Maharashtra,42,24,490
4/4/2020,Manipur,0,0,2
4/4/2020,Mizoram,0,0,1
4/4/2020,Odisha,0,0,5
4/4/2020,Puducherry,1,0,5
4/4/2020,Punjab,1,5,57
4/4/2020,Rajasthan,21,0,200
4/4/2020,Tamil Nadu,6,2,411
4/4/2020,Telengana,1,7,159
4/4/2020,Uttarakhand,2,0,16
4/4/2020,Uttar Pradesh,19,2,174
4/4/2020,West Bengal,3,3,69
4/5/2020,Andhra Pradesh,1,1,190
4/5/2020,Andaman and Nicobar Islands,0,0,10
4/5/2020,Arunachal Pradesh,0,0,1
4/5/2020,Assam,0,0,26
4/5/2020,Bihar,0,1,30
4/5/2020,Chandigarh,0,0,18
4/5/2020,Chhattisgarh,3,0,9
4/5/2020,Delhi,18,7,503
4/5/2020,Goa,0,0,7
4/5/2020,Gujarat,18,11,122
4/5/2020,Haryana,25,1,59
4/5/2020,Himachal Pradesh,1,1,6
4/5/2020,Jammu and Kashmir,4,2,106
4/5/2020,Jharkhand,0,0,3
4/5/2020,Karnataka,12,4,144
4/5/2020,Kerala,49,2,306
4/5/2020,Ladakh,10,0,14
4/5/2020,Madhya Pradesh,0,9,165
4/5/2020,Maharashtra,42,24,490
4/5/2020,Manipur,0,0,2
4/5/2020,Mizoram,0,0,1
4/5/2020,Odisha,0,0,20
4/5/2020,Puducherry,1,0,5
4/5/2020,Punjab,1,5,57
4/5/2020,Rajasthan,21,0,200
4/5/2020,Tamil Nadu,6,3,485
4/5/2020,Telengana,32,7,269
4/5/2020,Uttarakhand,2,0,22
4/5/2020,Uttar Pradesh,19,2,227
4/5/2020,West Bengal,10,3,80
4/6/2020,Andhra Pradesh,1,3,226
4/6/2020,Andaman and Nicobar Islands,0,0,10
4/6/2020,Arunachal Pradesh,0,0,1
4/6/2020,Assam,0,0,26
4/6/2020,Bihar,0,1,32
4/6/2020,Chandigarh,0,0,18
4/6/2020,Chhattisgarh,8,0,10
4/6/2020,Delhi,19,7,523
4/6/2020,Goa,0,0,7
4/6/2020,Gujarat,22,12,144
4/6/2020,Haryana,25,1,84
4/6/2020,Himachal Pradesh,2,1,13
4/6/2020,Jammu and Kashmir,4,2,109
4/6/2020,Jharkhand,0,0,4
4/6/2020,Karnataka,12,4,151
4/6/2020,Kerala,55,2,314
4/6/2020,Ladakh,10,0,14
4/6/2020,Madhya Pradesh,0,9,165
4/6/2020,Maharashtra,56,45,748
4/6/2020,Manipur,0,0,2
4/6/2020,Mizoram,0,0,1
4/6/2020,Odisha,2,0,21
4/6/2020,Puducherry,1,0,5
4/6/2020,Punjab,4,6,76
